"frame","meanBase","meanPPAO","meanPPDP","meanComb","rawBase2","rawBase3","rawBase4","rawBase5","rawBase6","rawPPAO2","rawPPAO3","rawPPAO4","rawPPAO5","rawPPAO6","rawPPDP2","rawPPDP3","rawPPDP4","rawPPDP5","rawPPDP6","rawComb2","rawComb3","rawComb4","rawComb5","rawComb6"
0,17.4169073105,11.6288236618,6.426733398438,5.869172286988,19.9277801514,16.5215454102,16.8751525879,15.9862585068,17.7737998962,11.5340833664,11.5022640228,11.929775238,11.8363695145,11.3416261673,6.44654369354,6.52660560608,6.24125623703,6.33671474457,6.58254671097,6.15298223495,5.97900104523,5.7988615036,5.65259408951,5.76242256165
1,17.86063613892,11.5136571884,6.603280735016,5.96411781311,20.1582145691,17.7589168549,17.1707668304,17.0321979523,17.1830844879,11.6854829788,11.3329019547,11.7547674179,11.3975667953,11.3975667953,6.565097332,6.62411737442,6.53892326355,6.50710344315,6.78116226196,5.87327814102,5.89175367355,5.86096096039,5.81374454498,6.38085174561
2,18.43585243226,12.11196784974,6.676978874206,6.24300107956,20.0083560944,18.8407821655,18.5241260529,17.0460548401,17.7599430084,11.9395265579,12.962884903,12.0780954361,12.0000858307,11.579246521,6.6092338562,6.65952968597,6.62822294235,6.82273292542,6.66517496109,6.09036970139,6.36391544342,6.55842542648,6.03853464127,6.16376018524
3,19.62847099304,13.6964799881,6.780341243744,6.281800365446,21.5233783722,20.2023525238,18.0493984222,19.9626789093,18.4045467377,13.3873167038,13.2256526947,14.2474718094,13.4016876221,14.2202711105,6.95155096054,6.85814523697,6.64926528931,6.67646551132,6.76627922058,6.65029144287,6.0518784523,6.19403982162,6.22226715088,6.29052495956
4,19.41096839906,14.13918304442,6.968384552002,6.378901290892,20.8957099915,19.2657279968,19.1363964081,18.9978275299,18.759180069,14.2490119934,13.6511116028,14.2413139343,14.3301000595,14.2243776321,6.87610769272,7.14452123642,6.77756977081,7.05265522003,6.99106884003,6.2802605629,6.22637271881,6.24946737289,6.58408641815,6.55431938171
5,21.33389739988,14.41745033264,7.229305171966,6.55308790207,22.1428337097,21.2056941986,22.4800186157,20.263425827,20.5775146484,14.600566864,13.8533201218,13.8138017654,15.065030098,14.754532814,7.02545452118,7.21996450424,7.21637201309,7.49248409271,7.19225072861,6.60461521149,6.76114702225,6.81041574478,6.30746126175,6.28180027008
6,21.97788391114,14.22232437134,7.333693981172,6.799638271334,23.0358333588,21.7142944336,21.135383606,22.2423973083,21.761510849,14.3762903214,13.7178297043,14.3706445694,14.4625110626,14.184346199,7.3015666008,7.31439685822,7.5391869545,7.17480134964,7.3385181427,6.92178440094,6.64105367661,6.69391536713,7.00646543503,6.73497247696
7,22.1425251007,15.74535331726,7.40256795883,6.845930671692,22.9167671204,22.0006713867,21.5254306793,21.5942020416,22.6755542755,16.781747818,16.4650917053,15.1897420883,15.0090894699,15.2810955048,7.24305963516,7.67724275589,7.48889160156,7.38727378845,7.21637201309,6.871489048,6.85096025467,6.80784988403,6.90946722031,6.78988695145
8,23.6071495056,16.64687347412,7.60426311493,7.063330173494,23.3827705383,23.7353515625,24.1336097717,23.7825679779,23.0014476776,17.1086673737,17.028093338,16.4748420715,15.8189487457,16.8038158417,7.49710273743,7.43910932541,7.65260839462,7.89022874832,7.54226636887,6.98029136658,7.03674554825,6.94385290146,7.05162858963,7.30413246155
9,24.48660125734,18.65201988218,7.885712242126,7.379575634002,24.3984298706,23.9934997559,24.0027389526,24.6006393433,25.4376983643,19.3452758789,18.7386512756,19.3155097961,17.1214981079,18.7391643524,7.89997959137,7.68237495422,7.85584306717,7.92871999741,8.06164360046,7.20764732361,7.3990778923,7.52225065231,7.50428771973,7.26461458206
10,25.1472164154,18.4507358551,7.999852085114,7.488583469392,24.5765171051,24.7951488495,24.9362831116,25.3694400787,26.0586929321,18.1140632629,18.2608451843,19.1245918274,18.6657752991,18.0884037018,7.91794252396,8.12117671967,7.97952890396,7.97644948959,8.00416278839,7.50890684128,7.63259267807,7.44937372208,7.40831613541,7.44372797012
11,26.9433807373,18.19289398192,8.26446800232,7.755970573426,26.3902339935,25.5788345337,25.5326442719,29.3391895294,27.876001358,18.0011558533,18.0996932983,17.8369255066,18.5272045135,18.4994907379,8.20585823059,8.07652664185,8.21817588806,8.42500305176,8.39677619934,7.53456783295,7.61360359192,8.03239059448,7.61052417755,7.98876667023
12,28.4484462738,19.27547836304,8.47611942291,8.103419685364,28.8783187866,27.6404342651,29.1723937988,28.5164985657,28.0345859528,19.1297245026,18.3845310211,18.8838920593,20.0211849213,19.9580593109,8.70881271362,8.27052402496,8.41165924072,8.53329181671,8.45630931854,7.90254592896,8.01750659943,7.98466110229,8.30285644531,8.30952835083
13,28.56915626524,21.38296089174,8.937914085388,8.418330955506,29.8108386993,27.3083820343,28.5955352783,28.0489578247,29.0820674896,21.2226314545,21.5305633545,21.215959549,21.6029262543,21.3427238464,8.80683803558,8.98543834686,8.76167488098,8.88997936249,9.24563980103,8.69957542419,8.41987037659,8.37522029877,8.29567146301,8.30131721497
14,31.65247192382,22.6163291931,9.282078361514,8.856927871704,32.0510368347,30.8767929077,30.9532623291,32.3302307129,32.0510368347,22.0761146545,23.6588821411,22.117685318,23.4920864105,21.7368774414,9.20252990723,9.12605953217,9.33545303345,9.50430202484,9.24204730988,8.71907711029,8.70983886719,8.96850204468,8.8874130249,8.99980831146
15,33.724029541,21.59902648926,9.466939735414,9.15808467865,34.7941932678,34.2825164795,33.3910522461,32.4251747131,33.7272109985,21.3904533386,21.2339229584,22.645275116,21.309879303,21.4156017303,9.6598072052,9.32775497437,9.70804977417,9.39447307587,9.24461364746,9.06447410583,9.15941905975,9.15326023102,9.53920078278,8.87406921387
16,34.58367156984,24.17918319702,9.590009880066,9.15705833435,32.8680839539,35.6528091431,35.6558876038,34.1634483337,34.5781288147,24.5908870697,23.4058647156,23.4027862549,24.8233757019,24.673002243,9.71728801727,9.569480896,9.67982292175,9.65364933014,9.32980823517,9.45759963989,9.14402294159,9.00134754181,9.20868778229,8.97363376617
17,36.5840965271,26.47265624998,10.31293010712,9.8761806488,35.9561233521,36.5150184631,37.2330093384,36.9204597473,36.2958717346,26.412815094,25.4284610748,25.9873561859,28.0140571594,26.5205917358,10.2823419571,10.0118761063,10.6272258759,10.2931194305,10.3500871658,9.84405326843,9.67212486267,9.76655673981,9.74551486969,10.3526535034
18,39.95317382814,29.1250743866,10.43569221498,9.985291099558,41.1226959229,43.9258995056,39.3064155579,38.3246269226,37.0862312317,29.5829677582,29.5501232147,28.6740570068,28.2501392365,29.5680847168,10.4676141739,10.122218132,10.6380033493,10.6487808228,10.3018445969,10.0072565079,9.90204715729,9.8707408905,10.0000715256,10.1463394165
19,40.07542266848,31.00345611572,10.85098876952,10.40181961062,42.5591964722,38.4180335999,39.8750610352,38.147567749,41.3772544861,30.9106655121,30.8264980316,31.0384578705,30.8788471222,31.3628120422,10.9777536392,10.8155765533,10.8135242462,10.8571472168,10.7909421921,10.3233995438,10.3377695084,10.5630731583,10.2946596146,10.490196228
20,44.66945114136,33.51330184936,11.35979404448,11.02045383454,45.3813896179,44.7321662903,43.6928977966,44.6556968689,44.8851051331,34.0284729004,33.7092475891,33.5173034668,33.2617225647,33.0497627258,11.3739585876,11.5653896332,11.1086244583,11.2856855392,11.4653120041,11.1958723068,11.0388269424,11.0670537949,11.0167589188,10.7837572098
21,45.3394065857,34.90946273802,11.82743949892,11.41091079712,48.7214164734,45.389087677,44.5920562744,44.0998802185,43.8945922852,35.01795578,34.6099472046,34.9024848938,34.9158287048,35.1010971069,12.1658563614,11.9041147232,11.7717037201,11.3970537186,11.8984689713,11.2235860825,11.5725746155,11.7003660202,11.4955921173,11.0624351501
22,47.5174057007,38.00201721192,12.43950443266,11.87650299074,49.3121337891,47.0621795654,45.8725395203,47.9787902832,47.3613853455,38.5766181946,37.9397125244,38.0238800049,37.4182815552,38.0515937805,12.3069915771,12.26541996,12.3075046539,13.1573953629,12.1602106094,11.8635702133,12.2063999176,11.749121666,11.8291845322,11.7342386246
23,48.16488265992,38.66047821046,12.58638763428,12.05982475284,47.1951026917,49.7632522583,47.308013916,47.6970329285,48.8610115051,38.244052887,38.9779548645,38.7890892029,38.4293251038,38.8619689941,12.8315010071,12.9315786362,12.3793554306,12.560008049,12.2294950485,11.825592041,12.1791992188,12.0175352097,12.0668048859,12.2099924088
24,53.80474929808,41.22103042604,13.01502799988,12.7645772934,53.1807785034,55.5261878967,53.3208847046,53.7530174255,53.2428779602,41.3736610413,40.733165741,41.0913925171,41.5532875061,41.3536453247,13.0403814316,12.9695568085,12.8710184097,13.1440515518,13.0501317978,13.0383281708,12.6446895599,12.6385307312,12.7770996094,12.7242383957
25,56.88950271604,44.03911590578,13.66383934022,13.3179298401,54.7589263916,57.591381073,58.2821731567,56.7517547607,57.0632781982,44.4365539551,44.5443267822,43.6282310486,43.7765541077,43.8099136353,13.4725112915,13.8122625351,13.5967102051,13.6726665497,13.7650461197,13.2148752213,13.2107696533,13.3329162598,13.1563682556,13.6747198105
26,61.36425933836,47.46177368166,14.668516922,14.19481582642,61.3686714172,63.7864494324,59.3583946228,61.9711914062,60.3365898132,46.2687454224,48.5489768982,48.2246208191,46.3508605957,47.9156646729,14.6323862076,14.5759325027,14.9644393921,14.8777046204,14.2921218872,14.1838331223,14.7180938721,13.804564476,13.9682807922,14.2993068695
27,64.26712875366,53.20171661378,15.17270336148,14.8247407913,62.4931373596,66.4906005859,61.8603363037,64.7718276978,65.7197418213,52.6326599121,52.715801239,53.6719284058,53.2921447754,53.6960487366,15.1420125961,15.2010326385,15.0922307968,15.428902626,14.99933815,14.7617177963,14.5882492065,14.9690580368,14.8063678741,14.9983110428
28,68.12838134764,53.68804397582,15.74843235014,15.4513813019,71.1988677979,70.054901123,66.9442825317,65.9275970459,66.5162582397,54.303188324,53.5102653503,53.4358482361,53.6873245239,53.5035934448,15.6690883636,16.0806903839,15.4807376862,15.8256206512,15.6860246658,15.6069889069,15.4874095917,15.7814836502,15.2759628296,15.1050615311
29,73.23039398194,58.19913482666,16.88418579102,16.41469306946,74.4295806885,71.7531433105,73.0905914307,74.7878112793,72.0908432007,57.7345695496,58.6634941101,58.6106338501,57.6001052856,58.3868713379,17.1102085114,16.682182312,16.8731002808,17.019367218,16.7360706329,16.6298351288,16.4897251129,16.3665542603,16.2279834747,16.3593673706
30,78.5799850464,65.06528549194,17.57651824952,17.34546699524,78.7806549072,79.4796600342,78.9110107422,78.3947143555,77.3338851929,65.3897399902,66.8334274292,63.8254508972,63.5873184204,65.6904907227,17.5238628387,17.5561943054,17.4863967896,17.442773819,17.8733634949,17.2610931396,17.413520813,17.0470809937,17.4212188721,17.5844211578
31,78.72933044434,64.73087387084,18.14188041688,18.19576835632,78.4224243164,80.7678375244,78.562538147,77.5248031616,78.3690490723,65.4497909546,65.0669326782,63.9552955627,64.299156189,64.8831939697,18.5939235687,17.6280460358,18.0016689301,18.1474227905,18.3383407593,18.1412639618,18.2490406036,18.3912029266,17.6665363312,18.5307979584
32,86.4174545288,71.83084716798,19.24406929016,19.18073806764,87.2446594238,86.9685516357,89.9210968018,83.8004455566,84.1525192261,72.9705047607,73.1773300171,70.9294281006,70.7805938721,71.2963790894,18.9100666046,19.3575935364,19.2641868591,19.2292881012,19.4592113495,19.2416057587,19.1825866699,19.4078884125,18.9182777405,19.1533317566
33,85.64074859618,74.74870147704,20.1416900635,19.5595966339,86.6026229858,84.8171386719,86.133026123,86.1022338867,84.5487213135,74.508102417,74.7518844604,75.6361618042,73.4344482422,75.4129104614,20.1392269135,20.464094162,20.0925235748,19.961139679,20.0514659882,19.6311397552,19.2416057587,19.1897716522,19.7558517456,19.9796142578
34,90.85833740238,80.37522583008,20.89417114258,20.6406410217,92.1433334351,90.0760879517,90.1402435303,90.7694473267,91.1625747681,80.9182128906,80.2669372559,79.8111953735,80.1216964722,80.7580871582,20.782289505,20.6847782135,20.795633316,21.1754150391,21.0327396393,20.5744361877,20.653470993,20.715057373,20.6596298218,20.600610733
35,100.1584823608,87.12744140624,22.2574863434,22.2187892914,99.7672042847,98.6509552002,100.088478088,102.377433777,99.9083404541,86.9336471558,85.9636688232,87.4827957153,87.4987030029,87.758392334,22.5251808167,22.24650383,21.9801425934,22.315788269,22.2198162079,22.4635944366,21.8790378571,22.36967659,22.3825054169,21.9991321564
36,105.9892654418,94.18492126462,23.44712791442,23.29952583312,106.115722656,105.762626648,106.473434448,104.975349426,106.619194031,94.2198181152,93.3078308105,94.1079406738,94.5785598755,94.7104568481,23.1903133392,23.5044021606,23.9067668915,23.4782295227,23.1559276581,23.1985244751,23.4074039459,23.1256465912,23.3211841583,23.4448699951
37,111.4353393554,98.47851104738,24.39986724854,24.07848968504,112.297958374,111.345420837,110.251754761,111.302825928,111.978736877,98.9014053345,98.5775604248,98.6191329956,98.2573165894,98.0371398926,24.4020233154,25.0563774109,24.3173408508,24.0925521851,24.1310424805,24.0458488464,23.8749465942,24.3912448883,24.1536254883,23.926782608
38,119.4268768312,105.5079681398,26.02615585326,26.05243263244,119.120178223,119.552818298,120.882575989,118.78453064,118.794281006,105.241195679,105.273529053,105.997169495,105.56401062,105.463935852,26.4754276276,25.7302341461,25.9734992981,25.9319286346,26.0196895599,26.0438098907,26.383562088,25.965801239,25.7266407013,26.1423492432
39,125.0864517212,114.3389297484,27.20101661684,26.85880241394,124.875930786,125.40146637,126.076347351,124.844619751,124.233894348,114.541755676,114.418067932,113.586654663,115.784767151,113.36340332,26.9758167267,27.2334518433,27.929889679,26.8588027954,27.0071220398,27.2709178925,26.9296264648,26.7535915375,26.6514625549,26.68841362
40,129.7600280764,116.860371399,28.54339179992,28.35114021302,129.792053223,129.045318604,129.989639282,130.099472046,129.873657227,116.199447632,116.938484192,116.529960632,117.246414185,117.387550354,28.2604026794,28.636592865,28.6381320953,28.6181163788,28.5637149811,28.5144462585,28.5211181641,27.9765930176,27.9688949585,28.7746486664
41,141.2173370362,128.6337173462,30.07914886472,29.73488082886,140.382843018,141.559143066,141.177810669,140.763656616,142.203231812,129.003753662,127.913673401,129.215194702,128.382751465,128.653213501,30.1156902313,29.9227199554,30.1110706329,29.862159729,30.384103775,29.6927967072,29.6553325653,29.6722679138,29.8370113373,29.8169956207
42,145.163168335,135.4220703126,31.12231788636,31.0608341217,145.067504883,144.378768921,146.860183716,144.47164917,145.037734985,135.221405029,134.997116089,137.239379883,135.062820435,134.589630127,31.6707439423,30.8372764587,31.0574474335,30.8249588013,31.221162796,31.1164665222,31.2309150696,31.012796402,30.7074317932,31.2365608215
43,154.7351104736,142.963922119,33.03108215332,32.9066772461,154.785812378,154.194076538,154.52355957,154.776062012,155.39604187,142.476257324,142.311523438,141.618164062,145.590988159,142.822677612,32.9825325012,32.5822219849,32.818813324,33.4218482971,33.3499946594,33.0230751038,32.9614906311,32.9142723083,32.8352355957,32.7993125916
44,162.4786621094,150.6917694094,34.48154144286,34.68621292116,161.989364624,162.972686768,162.603164673,162.131515503,162.696578979,150.513778687,151.125030518,150.4896698,151.476577759,149.853790283,34.1167449951,34.5981445312,34.6084098816,34.3646316528,34.7197761536,34.6689682007,34.5663261414,34.2255477905,34.9563713074,35.0138511658
45,172.5467895508,159.8246032714,36.41771087648,36.45394439696,172.502655029,172.478530884,172.168548584,171.921691895,173.662521362,160.368103027,160.420959473,158.720672607,159.985244751,159.628036499,36.0823745728,36.0803222656,36.5186080933,36.7161979675,36.6910514832,36.461643219,36.8809432983,36.0464477539,36.1136817932,36.7670059204
46,184.0297576902,168.9622619628,38.47068939208,38.23820114134,184.587936401,184.392913818,182.618713379,185.053939819,183.495285034,169.03225708,169.030731201,169.607589722,168.433853149,168.706878662,38.3636322021,38.6417961121,38.7336616516,38.2240371704,38.3903198242,37.8586235046,37.9823112488,38.5340194702,38.291267395,38.5247840881
47,189.2744415284,179.3352355958,39.76400146484,39.65478744508,190.62852478,188.865615845,189.455810547,188.887161255,188.535095215,179.965362549,179.127792358,178.872207642,179.466003418,179.244812012,39.7031326294,39.8381118774,40.0387802124,39.4383125305,39.8016700745,39.749835968,39.4567871094,39.4583282471,39.3823699951,40.2266159058
48,198.6179016116,186.073287964,41.31782379148,41.32172393798,198.751235962,197.976791382,199.505661011,199.240844727,197.614974976,185.556884766,186.736785889,185.895095825,185.987472534,186.190200806,41.2674255371,41.6302719116,41.3823852539,40.9692459106,41.3397903442,40.9394798279,41.2756347656,41.0867729187,41.4660415649,41.8406906128
49,205.684927368,197.4792724608,43.3092163086,43.32861557006,206.086166382,206.928863525,205.088470459,203.532897949,206.788238525,196.974472046,196.112258911,196.139465332,197.813064575,200.35710144,43.1766014099,43.080116272,43.3839416504,43.2402381897,43.665184021,43.7601280212,43.0944862366,43.3351860046,43.3126029968,43.1406745911
50,222.1254852296,209.8158233642,45.73848571776,46.00412826538,223.079360962,221.71572876,222.354171753,221.322097778,222.156066895,210.369491577,210.217056274,210.274536133,208.58039856,209.637634277,45.4640159607,45.7314033508,45.5009689331,46.1979179382,45.798122406,46.3251991272,46.2682304382,45.6313247681,45.7955551147,46.0003318787
51,232.1131378174,219.6341156008,47.60567932128,47.96318740844,232.52822876,233.14050293,232.102767944,231.20463562,231.589553833,220.524551392,218.597930908,220.622055054,219.11114502,219.31489563,47.5728340149,47.6359596252,47.6749649048,47.6000328064,47.5446052551,48.1101722717,48.2805633545,47.684715271,47.7534866333,47.9869995117
52,238.1029174804,229.2896087646,49.37957077028,49.6370010376,236.81463623,239.715866089,237.636291504,238.149002075,238.198791504,230.788925171,228.662658691,228.24079895,229.357559204,229.398101807,49.2931442261,49.9911231995,49.1766433716,49.3254776001,49.1114654541,49.3649940491,49.8166275024,49.3188056946,49.6472663879,50.037311554
53,243.6414733886,234.4545471192,51.398777771,51.4870513916,245.024597168,241.477233887,242.969161987,243.886276245,244.850097656,233.18309021,233.916488647,236.438964844,235.058914185,233.67527771,51.4455833435,52.2220840454,51.1125030518,51.4281349182,50.7855834961,50.8682136536,51.7991905212,51.2639045715,51.5030632019,52.0008850098
54,253.0933258056,243.8957214356,53.2091064453,52.9866783142,253.236618042,252.418029785,252.336425781,253.97052002,253.5050354,243.884735107,244.473403931,242.994308472,244.457489014,243.668670654,53.4250679016,53.2002792358,53.0570907593,53.2418518066,53.1212425232,53.4071083069,53.2459564209,52.9246826172,52.8153648376,52.5402793884
55,255.9092559814,247.3167388918,54.69734039304,54.5667755127,256.356994629,254.785507202,256.203033447,255.946411133,256.254333496,247.534240723,247.510635376,246.984069824,247.069259644,247.485488892,54.7322387695,54.5551795959,54.4571533203,54.9154586792,54.8266716003,54.6783485413,54.4838409424,54.5531234741,54.3447570801,54.7738075256
56,269.4116394044,259.4728393554,57.12209396362,57.14816513062,268.509490967,268.64755249,270.509002686,269.954223633,269.437927246,259.446563721,260.082946777,259.569732666,258.657745361,259.607208252,57.8284873962,57.1176795959,56.6480865479,57.0016937256,57.0145225525,57.2706184387,57.0222206116,57.3419570923,56.8887863159,57.2172431946
57,276.1123352052,266.7378723146,58.88551406862,59.00150070188,276.530609131,275.365600586,275.722290039,276.931427002,276.011749268,266.372467041,266.841033936,268.454589844,265.600585938,266.420684814,58.9965744019,58.5398101807,58.8497924805,58.688129425,59.353263855,59.277305603,58.674785614,58.902141571,59.4287033081,58.7245674133
58,281.8643737794,277.219744873,60.63158721924,60.86161346436,280.503417969,283.986633301,280.503936768,283.029998779,281.29788208,277.035614014,277.624267578,276.610137939,277.640686035,277.188018799,60.5023574829,61.1520957947,60.4849090576,60.567024231,60.45154953,60.7199630737,61.1156578064,61.0879440308,60.4387207031,60.9457817078
59,290.6968811036,286.3112182618,62.2514099121,61.81219635006,291.341064453,288.866851807,290.256652832,291.552520752,291.467315674,285.714141846,285.454437256,285.090576172,287.452423096,287.844512939,62.6419677734,62.0055770874,62.2344741821,61.8808670044,62.4941635132,61.6735267639,61.8049087524,61.9054985046,61.8736801147,61.8033676147
60,299.4024108886,293.3840942384,63.95006332398,64.17474975586,301.274414062,296.535888672,297.87487793,297.824066162,303.502807617,294.866882324,293.374450684,293.379577637,292.687255859,292.612304688,64.0964355469,63.5467758179,64.1888122559,63.6740531921,64.2442398071,64.5788574219,63.9824981689,64.0004577637,64.2057495117,64.1061859131
61,304.4852294922,301.1453002932,65.76080017092,65.96403656006,304.485137939,303.635742188,305.152313232,305.480255127,303.672698975,301.340637207,301.80456543,300.492797852,301.143554688,300.944946289,65.6016998291,65.545249939,65.7926177979,65.9147644043,65.9496688843,65.6709899902,65.8567733765,65.8767852783,65.9039916992,66.5116424561
62,310.2982543944,307.664416504,66.85200805664,66.7060470581,310.699707031,311.199554443,310.346069336,309.338134766,309.907806396,308.757171631,306.949615479,308.900848389,306.594451904,307.119995117,66.856010437,66.731300354,66.6240386963,66.7487487793,67.2999420166,67.0330734253,66.7379684448,66.3705062866,66.6845932007,66.7040939331
63,315.3652648928,308.7005981448,68.43138732912,68.58350524904,314.841369629,315.487518311,315.076416016,314.313781738,317.10723877,308.688903809,308.684783936,308.640136719,308.57598877,308.91317749,68.1113433838,68.6892318726,68.4192733765,68.2150115967,68.722076416,68.3043136597,68.2473449707,68.9591827393,68.8000869751,68.6065979004
64,318.1566589354,315.5138916016,70.448336792,70.40625305176,317.469573975,317.613250732,319.82421875,318.242462158,317.633789062,315.439788818,314.639160156,315.592193604,315.907836914,315.990478516,70.6050720215,70.2052764893,70.2494125366,71.019241333,70.1626815796,70.3186950684,70.5655593872,70.3007354736,70.1806411743,70.6656341553
65,319.6111267088,318.4955871582,70.9808517456,70.97664489746,320.164489746,319.446472168,319.703094482,319.77444458,318.967132568,318.132629395,317.54397583,318.803405762,319.352050781,318.645874023,71.2029724121,70.9658660889,70.9453353882,70.8822097778,70.907875061,70.6928329468,71.2763671875,70.6558837891,70.6697387695,71.5884017944
66,326.8670104982,325.516229248,72.18527374266,72.53826751708,326.133728027,328.386230469,326.01260376,327.161193848,326.641296387,323.703125,325.932556152,324.879943848,326.106536865,326.958984375,72.0359268188,72.2997207642,72.0934066772,72.284324646,72.2129898071,72.8647766113,72.0410614014,72.4121170044,72.7482757568,72.6251068115
67,327.1125366212,320.9585266114,73.1941619873,73.35818634032,327.182220459,327.01953125,326.965667725,328.357513428,326.037750244,319.472137451,321.647674561,322.230682373,321.140625,320.301513672,72.728263855,73.5365829468,73.0002670288,73.6474380493,73.0582580566,73.3887710571,73.1501312256,73.7095336914,73.7716369629,72.7708587646
68,331.8659729004,325.6694702148,73.53617248536,73.6785369873,332.324188232,331.694976807,332.050628662,331.056518555,332.203552246,325.291534424,326.573028564,325.432678223,324.873779297,326.176330566,73.1660385132,73.7952423096,74.1437225342,73.4960403442,73.0798187256,73.9348373413,73.3292388916,73.5453033447,73.6412811279,73.942024231
69,332.7889404296,327.9742309572,75.68163299562,75.03898010256,336.970855713,332.189208984,330.52532959,331.981842041,332.27746582,327.789886475,327.723693848,327.288970947,328.532501221,328.536102295,75.5981826782,76.3310623169,76.0144042969,75.1752929688,75.2892227173,74.830406189,75.179397583,74.9120101929,75.2045440674,75.0685424805
70,336.9674743652,327.714025879,75.5245880127,75.20782623292,335.439941406,339.391723633,335.159698486,335.368591309,339.477416992,327.489654541,326.83682251,328.600250244,327.2371521,328.40625,75.6140899658,75.3816070557,75.8116836548,75.3497848511,75.4657745361,75.2933273315,75.3015441895,74.5958633423,75.2702331543,75.578163147
71,330.5531616212,331.3647644042,76.4077331543,75.89636383056,330.356506348,329.442962646,332.949279785,330.163513184,329.853546143,331.208953857,332.026519775,331.028289795,331.205871582,331.354187012,76.2566452026,76.1473236084,76.2781982422,76.7416305542,76.6148681641,76.314125061,75.7074966431,75.7814025879,76.0585403442,75.6202545166
72,332.9012329102,330.6644226072,77.05459594728,76.99752807618,334.727050781,332.308258057,332.407836914,332.365234375,332.697784424,330.241027832,330.467346191,330.955932617,331.384979248,330.272827148,77.3164367676,77.1224441528,76.9741210938,77.0341720581,76.8258056641,76.5604705811,77.0418701172,77.6110305786,76.9197235107,76.8545455933
73,330.3131774902,331.7983276368,76.88030548096,76.8458175659,330.640808105,330.881011963,331.044219971,329.973632812,329.0262146,331.544067383,331.709838867,331.748352051,332.379608154,331.609771729,76.4331893921,77.4498748779,76.7144317627,76.6379623413,77.1660690308,76.5512313843,76.918182373,77.0793304443,77.0002975464,76.6800460815
